rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,HEROMOTOCO.NS,auto,1,0.8176470588235294,18.796677,0.0,in line with sector,0.28027,0.12109999,2.1770383768779045,1.0360280957411414,0.2731377485358823,-0.007132251464117723
2,UNIONBANK.NS,banking,1,0.8098086124401914,6.3328404,-2.5214993000000003,cheap vs sector,0.15798001,0.40460998,0.4405326153885003,1.0,0.1782438927016888,0.0202638827016888
3,BEL.NS,capital_goods,1,0.805514705882353,46.062946,0.0,in line with sector,,0.21403,1.150981874087837,1.002728829167207,0.24701688297851962,
4,IOB.NS,banking,2,0.798611111111111,11.375839,2.5214992999999986,rich vs sector,0.16525999,0.36560002,0.4979208850448562,2.277076136201111,0.41451867917900564,0.24925868917900565
5,GILLETTE.NS,consumer_durables_retail,1,0.7928571428571429,46.510494,0.0,in line with sector,,0.21045999,2.7109660547530554,1.0,0.5705498887736675,
6,LUPIN.NS,pharma_healthcare,1,0.7753968253968254,20.736734,0.0,in line with sector,0.26907,0.19073999,1.2244836684519564,1.2947300578975574,0.3023945663267333,0.03332456632673331
7,COALINDIA.NS,metals_mining,1,0.7633333333333333,8.189638,0.0,in line with sector,,0.18138,1.4139217823847143,1.1181527758057912,0.2867582550149624,
8,COLPAL.NS,fmcg,1,0.7541666666666667,41.66366,0.0,in line with sector,,0.21722999,3.777244004519888,1.0299284771890842,0.8450879109888125,
9,IRCTC.NS,infra_logistics_defense,1,0.7468181818181819,28.133257,0.0,in line with sector,0.34959,0.26721,1.2103574830708552,1.0187362920631446,0.32947930756780575,-0.020110692432194266
10,OBEROIRLTY.NS,realty,1,0.7416666666666667,25.247961,0.0,in line with sector,,0.41592997,0.3352967120483635,1.1576528063465412,0.16144620409191562,
