rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,UNIONBANK.NS,banking,2026-07-19T05:53:23.603394+00:00,1285957222400,168.46,6.2300296,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,1,0.8877192982456139,2,0.8421052631578947,0.9333333333333333,,,0.8421052631578947,,0.8666666666666667,1.0,,
2,HEROMOTOCO.NS,auto,2026-07-19T05:53:49.437939+00:00,982436347904,4909.9,17.123178,12.654,0.28027,3.57,0.302,0.12109999,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.8147058823529412,4,0.8235294117647058,0.8529411764705882,0.7647058823529411,0.7941176470588235,0.9411764705882353,0.7058823529411764,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.7941176470588235
3,ACC.NS,cement,2026-07-19T05:52:50.333938+00:00,258714501120,1377.7,12.136188,9.434,0.109280005,2.085,0.323,0.082959995,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085,1,0.8098214285714287,4,0.875,0.7410714285714286,0.625,1.0,0.875,0.875,0.8571428571428571,0.625,0.625,1.0
4,COLPAL.NS,fmcg,2026-07-19T05:54:21.096759+00:00,555503452160,2042.4,41.843884,29.194,0.81593,2.993,0.091,0.21959999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993,1,0.8041666666666667,4,0.7083333333333334,0.9166666666666667,0.9166666666666666,0.6666666666666666,0.6666666666666667,0.75,1.0,0.8333333333333334,0.9166666666666666,0.6666666666666666
5,LUPIN.NS,pharma_healthcare,2026-07-19T05:54:03.442962+00:00,1117116301312,2443.2,20.964476,13.892,0.26907,29.388,0.319,0.19073999,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7777777777777778,4,0.8888888888888888,0.8888888888888888,0.2777777777777778,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.2777777777777778,0.9444444444444444
6,NMDC.NS,metals_mining,2026-07-19T05:54:29.491504+00:00,731655045120,83.22,9.825266,7.35,0.23363,18.802,0.619,0.23231001,0.941535414635464,64068100096.0,340623300000.0,True,,0.18802,1,0.7664285714285715,4,0.7666666666666667,0.7214285714285715,0.6,1.0,0.8666666666666667,0.6666666666666667,0.6428571428571429,0.8,0.6,1.0
7,COALINDIA.NS,metals_mining,2026-07-19T05:54:28.623487+00:00,2635490656256,427.65,8.47503,5.401,0.28124002,11.629,0.162,0.18465,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7545238095238096,4,0.9,0.7261904761904762,0.6666666666666667,0.6666666666666666,0.9333333333333333,0.8666666666666667,0.7857142857142857,0.6666666666666666,0.6666666666666667,0.6666666666666666
8,LICI.NS,insurance,2026-07-19T05:53:43.745489+00:00,2739356565504,433.1,9.533348,7.318,0.40769002,0.431,0.146,0.06321,5.485817586263247,7619200000.0,1766053400000.0,True,,0.00431,1,0.75,4,0.6666666666666667,0.8333333333333333,0.6666666666666667,0.8333333333333334,0.6666666666666667,0.6666666666666667,1.0,0.6666666666666666,0.6666666666666667,0.8333333333333334
9,IRCTC.NS,infra_logistics_defense,2026-07-19T05:55:31.070055+00:00,405600010240,507.0,29.0711,22.673,0.34959,1.874,0.151,0.26721,1.2103574830708552,807259008.0,43085313000.0,True,,0.01874,1,0.7468181818181819,4,0.5772727272727273,0.9545454545454546,0.8,0.6363636363636364,0.7,0.4545454545454546,1.0,0.9090909090909091,0.8,0.6363636363636364
10,GILLETTE.NS,consumer_durables_retail,2026-07-19T05:55:22.782601+00:00,254490542080,7810.0,47.61905,26.7,0.66443,0.002,0.032,0.21110001,2.7109660547530554,200000.0,9712700000.0,True,,2e-05,1,0.7384615384615384,4,0.6428571428571428,0.9615384615384616,0.9285714285714286,0.35714285714285715,0.7142857142857143,0.5714285714285714,0.9230769230769231,1.0,0.9285714285714286,0.35714285714285715
