ticker,strongest_bucket,strongest_bucket_contribution,strongest_metric,strongest_metric_score,weakest_bucket,weakest_bucket_contribution,weakest_metric,weakest_metric_score,summary
UNIONBANK.NS,quality,0.4667,net_margin,1.0,valuation,0.4211,trailing_pe,0.8421052631578947,"UNIONBANK.NS (sector: banking) ranked #1 overall, #1 in sector. Strongest factor: quality (driven primarily by net margin), scoring at the 100th percentile within its sector on this metric. Weakest factor: valuation (driven primarily by P/E ratio)."
HEROMOTOCO.NS,quality,0.2559,return_on_equity,0.8823529411764706,leverage,0.1529,debt_to_equity_ratio,0.7647058823529411,"HEROMOTOCO.NS (sector: auto) ranked #2 overall, #1 in sector. Strongest factor: quality (driven primarily by return on equity), scoring at the 88th percentile within its sector on this metric. Weakest factor: leverage (driven primarily by leverage (debt/equity))."
ACC.NS,valuation,0.2625,trailing_pe,0.875,leverage,0.125,debt_to_equity_ratio,0.625,"ACC.NS (sector: cement) ranked #3 overall, #1 in sector. Strongest factor: valuation (driven primarily by P/E ratio), scoring at the 87th percentile within its sector on this metric. Weakest factor: leverage (driven primarily by leverage (debt/equity))."
COLPAL.NS,quality,0.275,return_on_equity,1.0,growth,0.1333,revenue_growth,0.6666666666666666,"COLPAL.NS (sector: fmcg) ranked #4 overall, #1 in sector. Strongest factor: quality (driven primarily by return on equity), scoring at the 100th percentile within its sector on this metric. Weakest factor: growth (driven primarily by revenue growth)."
LUPIN.NS,valuation,0.2667,trailing_pe,0.9444444444444444,leverage,0.0556,debt_to_equity_ratio,0.2777777777777778,"LUPIN.NS (sector: pharma_healthcare) ranked #5 overall, #1 in sector. Strongest factor: valuation (driven primarily by P/E ratio), scoring at the 94th percentile within its sector on this metric. Weakest factor: leverage (driven primarily by leverage (debt/equity))."
NMDC.NS,valuation,0.23,trailing_pe,0.8666666666666667,leverage,0.12,debt_to_equity_ratio,0.6,"NMDC.NS (sector: metals_mining) ranked #6 overall, #1 in sector. Strongest factor: valuation (driven primarily by P/E ratio), scoring at the 86th percentile within its sector on this metric. Weakest factor: leverage (driven primarily by leverage (debt/equity))."
COALINDIA.NS,valuation,0.27,trailing_pe,0.9333333333333332,growth,0.1333,revenue_growth,0.6666666666666666,"COALINDIA.NS (sector: metals_mining) ranked #7 overall, #2 in sector. Strongest factor: valuation (driven primarily by P/E ratio), scoring at the 93th percentile within its sector on this metric. Weakest factor: growth (driven primarily by revenue growth)."
LICI.NS,quality,0.25,return_on_equity,1.0,leverage,0.1333,debt_to_equity_ratio,0.6666666666666667,"LICI.NS (sector: insurance) ranked #8 overall, #1 in sector. Strongest factor: quality (driven primarily by return on equity), scoring at the 100th percentile within its sector on this metric. Weakest factor: leverage (driven primarily by leverage (debt/equity))."
IRCTC.NS,quality,0.2864,return_on_equity,1.0,growth,0.1273,revenue_growth,0.6363636363636364,"IRCTC.NS (sector: infra_logistics_defense) ranked #9 overall, #1 in sector. Strongest factor: quality (driven primarily by return on equity), scoring at the 100th percentile within its sector on this metric. Weakest factor: growth (driven primarily by revenue growth)."
GILLETTE.NS,quality,0.2885,net_margin,1.0,growth,0.0714,revenue_growth,0.3571428571428571,"GILLETTE.NS (sector: consumer_durables_retail) ranked #10 overall, #1 in sector. Strongest factor: quality (driven primarily by net margin), scoring at the 100th percentile within its sector on this metric. Weakest factor: growth (driven primarily by revenue growth)."
