rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,HEROMOTOCO.NS,auto,1,0.8147058823529412,17.175642,0.0,in line with sector,0.28027,0.12109999,2.1770383768779045,1.0360280957411414,0.2731377485358823,-0.007132251464117723
2,LICI.NS,insurance,1,0.8124999999999999,9.660868,0.0,in line with sector,0.42356,0.06564,5.485817586263247,1.0,0.3600890663623195,-0.06347093363768047
3,UNIONBANK.NS,banking,1,0.8108552631578947,6.667704,0.0,in line with sector,0.15708,0.39665002,0.4405326153885003,1.0,0.17473727070450096,0.01765727070450096
4,ACC.NS,cement,1,0.8098214285714287,12.239754,0.0,in line with sector,0.109280005,0.082959995,1.2187217464845206,1.0208563860998299,0.10321383803971876,-0.006066166960281241
5,COLPAL.NS,fmcg,1,0.8041666666666667,41.437923,0.0,in line with sector,0.81593,0.21959999,3.777244004519888,1.0299284771890842,0.8543079010511583,0.038377901051158236
6,LUPIN.NS,pharma_healthcare,1,0.7777777777777778,21.607035,0.0,in line with sector,0.26907,0.19073999,1.2244836684519564,1.2947300578975574,0.3023945663267333,0.03332456632673331
7,NMDC.NS,metals_mining,1,0.76,10.037825,0.7448154999999996,in line with sector,0.23363,0.23231001,0.941535414635464,1.1880907738724862,0.2598688394849135,0.026238839484913512
8,COALINDIA.NS,metals_mining,2,0.7566666666666666,8.548194,-0.7448154999999996,in line with sector,0.28124002,0.18465,1.4139217823847143,1.1181527758057912,0.2919280614649509,0.010688041464950948
9,IRCTC.NS,infra_logistics_defense,1,0.7468181818181819,28.477646,0.0,in line with sector,0.34959,0.26721,1.2103574830708552,1.0187362920631446,0.32947930756780575,-0.020110692432194266
10,HAL.NS,capital_goods,1,0.7405882352941177,32.52383,0.0,in line with sector,0.23979001,0.27549,0.8062357947346466,1.0002672929003886,0.22216926749058097,-0.01762074250941903
