rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,NATIONALUM.NS,metals_mining,2026-09-05T07:28:42.018927+00:00,687083945984,374.1,10.176824,6.548,,0.277,0.393,0.34908,0.8206567297931698,598300032.0,216037100000.0,True,,0.00277,1,0.8666666666666667,4,0.8,0.9333333333333333,0.9333333333333333,0.8,0.8,0.8,,0.9333333333333333,0.9333333333333333,0.8
2,KAJARIACER.NS,consumer_durables_retail,2026-09-05T07:29:38.154759+00:00,194794520576,1239.6,36.15048,20.38,,7.302,0.204,0.107980005,1.5738065879866123,2285900032.0,30655800000.0,True,,0.07302,1,0.8178571428571428,4,0.8928571428571429,0.7857142857142857,0.7142857142857143,0.8571428571428571,0.8571428571428572,0.9285714285714286,,0.7857142857142857,0.7142857142857143,0.8571428571428571
3,HEROMOTOCO.NS,auto,2026-09-05T07:27:49.195903+00:00,1060748328960,5300.0,19.461683,13.182,,3.57,0.349,0.10724,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.7985294117647059,4,0.772875816993464,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8235294117647058,0.7222222222222222,,0.7777777777777778,0.7777777777777778,0.8888888888888888
4,HAL.NS,capital_goods,2026-09-05T07:29:01.663084+00:00,3247571206144,4856.0,34.895084,34.837,,0.16,0.144,0.27591,0.7746313940750155,658200000.0,410411200000.0,True,,0.0016,1,0.7851307189542484,4,0.6911764705882353,1.0,0.9444444444444444,0.4444444444444444,0.8823529411764706,0.5,,1.0,0.9444444444444444,0.4444444444444444
5,UNIONBANK.NS,banking,2026-09-05T07:27:17.495976+00:00,1429163606016,187.22,6.921257,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,1,0.7834928229665072,2,0.6842105263157895,0.8827751196172249,,,0.6842105263157895,,0.8181818181818182,0.9473684210526315,,
6,IOB.NS,banking,2026-09-05T07:27:22.453975+00:00,646058606592,33.55,11.2583885,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,2,0.7788742690058479,3,0.5263157894736843,0.9210526315789473,,0.9444444444444444,0.5263157894736843,,1.0,0.8421052631578947,,0.9444444444444444
7,COALINDIA.NS,metals_mining,2026-09-05T07:28:36.521999+00:00,2559689359360,415.35,8.21987,5.249,,11.629,0.451,0.18138,1.3972722103723914,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7766666666666666,4,0.9,0.6666666666666666,0.6666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,,0.6666666666666666,0.6666666666666667,0.8666666666666667
8,OBEROIRLTY.NS,realty,2026-09-05T07:30:01.907083+00:00,681972334592,1875.6,25.949087,18.938,,15.765,0.317,0.41592997,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7750000000000001,4,0.75,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,,0.8333333333333334,0.6666666666666667,0.8333333333333334
9,BEL.NS,capital_goods,2026-09-05T07:29:02.580770+00:00,2963018874880,405.35,48.54491,35.149,,0.273,0.249,0.21403,1.1170636864372687,654600000.0,239883100000.0,True,,0.00273,2,0.7738562091503268,4,0.4869281045751634,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.5294117647058824,0.4444444444444444,,0.9444444444444444,0.8333333333333334,0.8888888888888888
10,GNFC.NS,chemicals,2026-09-05T07:29:25.368212+00:00,87679508480,596.7,8.319855,5.618,,0.066,0.398,0.12331,0.8481865455502896,60000000.0,91152000000.0,True,,0.00066,1,0.7727272727272727,4,0.8257575757575757,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.8181818181818181,0.8333333333333334,,0.5833333333333334,0.9166666666666666,0.8333333333333334
11,LUPIN.NS,pharma_healthcare,2026-09-05T07:28:06.684744+00:00,964830953472,2110.0,17.667253,11.02,,29.388,0.32,0.18450001,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7611111111111111,4,0.9444444444444444,0.7777777777777778,0.2777777777777778,0.9444444444444444,0.9444444444444444,0.9444444444444444,,0.7777777777777778,0.2777777777777778,0.9444444444444444
12,IRCTC.NS,infra_logistics_defense,2026-09-05T07:29:52.025534+00:00,380839985152,476.05,27.327784,21.238,,1.874,0.181,0.25677,1.2103574830708552,807259008.0,43085313000.0,True,,0.01874,1,0.7602272727272726,4,0.571969696969697,0.9166666666666666,0.8181818181818181,0.75,0.7272727272727273,0.41666666666666663,,0.9166666666666666,0.8181818181818181,0.75
