rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,NATIONALUM.NS,metals_mining,2026-08-21T03:51:55.977465+00:00,714082418688,388.8,10.602673,6.778,,0.277,0.393,0.34908,0.8206567297931698,598300032.0,216037100000.0,True,,0.00277,1,0.8566666666666667,4,0.7666666666666667,0.9333333333333333,0.9333333333333333,0.8,0.8,0.7333333333333334,,0.9333333333333333,0.9333333333333333,0.8
2,BEL.NS,capital_goods,2026-08-21T03:52:14.978247+00:00,2996278394880,409.9,48.855778,35.511,,0.273,0.249,0.21403,1.1170636864372687,654600000.0,239883100000.0,True,,0.00273,1,0.8248366013071895,4,0.6568627450980392,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.6470588235294117,0.6666666666666667,,0.9444444444444444,0.8333333333333334,0.8888888888888888
3,IOB.NS,banking,2026-08-21T03:50:46.454737+00:00,638741053440,33.17,11.130872,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,1,0.8183479532163742,3,0.631578947368421,0.9210526315789473,,0.9444444444444444,0.631578947368421,,1.0,0.8421052631578947,,0.9444444444444444
4,KAJARIACER.NS,consumer_durables_retail,2026-08-21T03:52:45.828985+00:00,190928814080,1215.0,35.391785,20.062,,7.302,0.204,0.107980005,1.5756757285733858,2285900032.0,30655800000.0,True,,0.07302,1,0.8178571428571428,4,0.8928571428571429,0.7857142857142857,0.7142857142857143,0.8571428571428571,0.8571428571428572,0.9285714285714286,,0.7857142857142857,0.7142857142857143,0.8571428571428571
5,UNIONBANK.NS,banking,2026-08-21T03:50:42.065278+00:00,1407942262784,184.44,6.821006,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,2,0.8098086124401914,2,0.736842105263158,0.8827751196172249,,,0.736842105263158,,0.8181818181818182,0.9473684210526315,,
6,HEROMOTOCO.NS,auto,2026-08-21T03:51:10.087794+00:00,1140104364032,5696.5,20.916868,14.417,,3.57,0.349,0.10724,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.7901960784313726,4,0.7450980392156863,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8235294117647058,0.6666666666666667,,0.7777777777777778,0.7777777777777778,0.8888888888888888
7,HAL.NS,capital_goods,2026-08-21T03:52:14.060963+00:00,3345145397248,5000.0,36.00043,36.025,,0.16,0.144,0.27591,0.7746313940750155,658200000.0,410411200000.0,True,,0.0016,2,0.7851307189542484,4,0.6911764705882353,1.0,0.9444444444444444,0.4444444444444444,0.8823529411764706,0.5,,1.0,0.9444444444444444,0.4444444444444444
8,COALINDIA.NS,metals_mining,2026-08-21T03:51:51.403839+00:00,2487277322240,403.6,7.982595,5.056,,11.629,0.451,0.18138,1.3972722103723914,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7766666666666666,4,0.9,0.6666666666666666,0.6666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,,0.6666666666666666,0.6666666666666667,0.8666666666666667
9,OBEROIRLTY.NS,realty,2026-08-21T03:53:07.082845+00:00,690298880000,1898.5,26.236872,19.234,,15.765,0.317,0.41592997,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7750000000000001,4,0.75,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,,0.8333333333333334,0.6666666666666667,0.8333333333333334
10,GNFC.NS,chemicals,2026-08-21T03:52:34.434405+00:00,86930104320,591.6,8.522039,5.572,,0.066,0.398,0.12331,0.8527701590784421,60000000.0,91150000000.0,True,,0.00066,1,0.7727272727272727,4,0.8257575757575757,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.8181818181818181,0.8333333333333334,,0.5833333333333334,0.9166666666666666,0.8333333333333334
