rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,NATIONALUM.NS,metals_mining,2026-08-06T05:50:45.088798+00:00,696267112448,379.1,11.2192955,6.606,,0.277,0.393,0.34908,0.9357920950001796,598300032.0,178054400000.0,True,,0.00277,1,0.8533333333333333,4,0.8,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.8,0.8,,0.9333333333333333,0.9333333333333333,0.7333333333333333
2,KAJARIACER.NS,consumer_durables_retail,2026-08-06T05:51:42.165411+00:00,186183106560,1184.8,34.582607,19.677,,7.302,0.204,0.107980005,1.5756757285733858,2285900032.0,30655800000.0,True,,0.07302,1,0.8307692307692307,4,0.9230769230769231,0.7692307692307693,0.7692307692307692,0.8461538461538461,0.9230769230769231,0.9230769230769231,,0.7692307692307693,0.7692307692307692,0.8461538461538461
3,BEL.NS,capital_goods,2026-08-06T05:51:06.808545+00:00,2902713171968,397.1,47.330154,33.779,,0.273,0.249,0.21403,1.150981874087837,654600000.0,239883100000.0,True,,0.00273,1,0.8218954248366013,4,0.6470588235294117,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.7058823529411764,0.5882352941176471,,0.9444444444444444,0.8333333333333334,0.8888888888888888
4,UNIONBANK.NS,banking,2026-08-06T05:49:19.558993+00:00,1351911604224,177.1,6.482431,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,1,0.8098086124401914,2,0.736842105263158,0.8827751196172249,,,0.736842105263158,,0.8181818181818182,0.9473684210526315,,
5,HEROMOTOCO.NS,auto,2026-08-06T05:49:51.689563+00:00,1128724299776,5641.0,19.175985,14.527,0.28027,3.57,0.302,0.12109999,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.8052380952380953,4,0.761904761904762,0.9,0.8,0.7333333333333333,0.8571428571428572,0.6666666666666667,1.0,0.8,0.8,0.7333333333333333
6,IOB.NS,banking,2026-08-06T05:49:24.659220+00:00,659153092608,34.23,11.525252,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,2,0.798611111111111,3,0.5789473684210527,0.9210526315789473,,0.9444444444444444,0.5789473684210527,,1.0,0.8421052631578947,,0.9444444444444444
7,GILLETTE.NS,consumer_durables_retail,2026-08-06T05:51:46.127012+00:00,251150548992,7707.5,47.00555,25.886,,0.002,0.108,0.21035999,2.7109660547530554,200000.0,9712700000.0,True,,2e-05,2,0.776923076923077,4,0.6153846153846154,1.0,0.9230769230769231,0.5384615384615384,0.6153846153846154,0.6153846153846154,,1.0,0.9230769230769231,0.5384615384615384
8,OBEROIRLTY.NS,realty,2026-08-06T05:52:05.535240+00:00,653247774720,1796.6,24.43689,18.235,,15.765,0.317,0.41592997,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7750000000000001,4,0.75,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,,0.8333333333333334,0.6666666666666667,0.8333333333333334
9,NMDC.NS,metals_mining,2026-08-06T05:50:40.667371+00:00,764184756224,86.92,10.071842,7.443,0.23363,18.802,0.619,0.23231001,0.941535414635464,64068100096.0,340623300000.0,True,,0.18802,2,0.7691666666666667,4,0.7666666666666667,0.775,0.6,0.9333333333333333,0.8666666666666667,0.6666666666666667,0.75,0.8,0.6,0.9333333333333333
10,COALINDIA.NS,metals_mining,2026-08-06T05:50:39.522931+00:00,2557224157184,414.95,8.252785,5.283,,11.629,0.451,0.18138,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.1162899999999999,3,0.7633333333333333,4,0.9,0.6666666666666666,0.6666666666666667,0.8,0.9333333333333333,0.8666666666666667,,0.6666666666666666,0.6666666666666667,0.8
11,LUPIN.NS,pharma_healthcare,2026-08-06T05:50:09.724183+00:00,1107102793728,2421.3,20.992718,13.701,0.26907,29.388,0.319,0.19073999,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7585294117647059,4,0.8823529411764706,0.861764705882353,0.23529411764705888,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.9,0.8235294117647058,0.23529411764705888,0.9411764705882353
12,COLPAL.NS,fmcg,2026-08-06T05:50:30.633897+00:00,553898737664,2036.5,40.414764,28.779,,2.993,0.118,0.21722999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993,1,0.7541666666666667,4,0.625,0.8333333333333334,0.9166666666666666,0.6666666666666666,0.6666666666666667,0.5833333333333333,,0.8333333333333334,0.9166666666666666,0.6666666666666666
